label,text
0,"""Look what I received in the mail today. You know where I stand, but what do you want me to tell them?

I..."
1,".@GabbyGiffords &amp; @ShuttleCDRKelly are two incredible individuals committed to ending the gun violence epidemic in our country.  I'm proud to support common sense #GunReform laws, &amp; I'm honored to be endorsed by their organization,"
0,"Attorney General Barr just confirmed that there was no collusion or obstruction of justice. As a member of the House @JudiciaryGOP Committee, I look forward to reviewing the report when it is released later today."
1,I'll be on @TeamCavuto in about 15 minutes talking about the Inspector General report. Tune in!
1,"As Co-Chair of the Congressional Robotics Caucus, I'm fortunate to work first-hand with some very bright minds!"
0,"As we celebrate Black History month, I would like to give a shoutout to our first African-American and female Chairperson of the Cuyahoga County Democratic Party Shontel M. Brown"
1,I'm honored to have the endorsement of @NYAGV1! I'm looking forward to continuing our work to pass common-sense gun safety measures to keep our state and our nation free of gun violence.
1,"Everyone should get the mental health care they need and be treated with dignity and respect. I'll fight to end the stigma around mental health--and under #MedicareForAll, every person will have comprehensive mental health coverage."
1,I send emails with updates about #coronavirus and also to get your input. Sign up for those emails here:
1,"I am honored to introduce the #ReproRightsareHumanRights Act with the support of 45 organizations including:
@ReproRightsUN
@NARAL
@PPFA
@APA 
@CARE 
@HRC 
@OxfamAmerica 
@RFKHumanRights 
@USNC_UNWomen
Full list here:"
0,The right to vote is fundamental to a functioning democracy. I support H.R. 4 because I believe every eligible voter should be able to make their voice heard at the ballot box.
0,"I was inspired by Thornton's work to grow their community! New developments, the reservoir, and improvements to transportation infrastructure were just a few of the exciting projects I saw on Friday's tour."
0,"Earlier this week, I sat with Statland Young Leadership Institute on the topic of 'Implementing Change.' It was a lively and interesting conversation with these young leaders."
1,I will never stop working to make sure every child can get the health care they need. Thank you for your visit today!
1,"The House is debating the #MovingForwardAct today. Tune in, I will be debating about the need for my #ClimateSmartPorts because communities of color have waited too long for"
0,"I want to give a special thank you to @SenTedCruz, @JudgeCarter, and @RepRWilliams for having reps from your respective offices join us in Fort Hood today.

We must"
1,This is outrageous -- the CDC and the American public must have access to this information. I joined @SenateDems in calling on the administration to reverse this detrimental decision.
,I am glad to see the bipartisan President George H.W. Bush and First Spouse Barbara Bush Coin Act head to the president's desk to be signed into law.
0,"I congratulate the Colombian people for exercising their right to vote, and to @IvanDuque on his election. I look forward to working together to strengthen the #US-#Colombia partnership and bringing more stability to the region."
0,I don't smoke but I appreciate it.  #MerryChristmasFromTheFamily https://twitter.com/pbroom09/status/1257099260811784194 QT @pbroom09 @chiproytx A carton of Winstons or Red Buck cigarettes. Or Pall Malls will work too.
1,"I am proud to be signing on as a co-sponsor to @RepLeeZeldin's resolution, H. Res. 72, rejecting anti-Israel and anti-Semitic hatred in the United States and around the world."
1,"Today, I'm leading a @VetAffairsDems hearing examining VA's telehealth operation during #COVID19 

Now more than ever, telehealth is vital to getting our veterans the care they deserve."
1,"I joined @EveningEdit on @FoxBusiness this evening to talk about my new proposal for something we can all get behind: lowering the price of prescription drugs. 

Watch the full interview here:"
1,It is essential we protect Social Security and Medicare for future generations. I will always oppose any attempt to privatize or cut the benefits of these essential programs.
0,I'm highly confident the American public will see through this charade and hold Democrats accountable for trying to nullify the upcoming presidential election.
0,I was honored to participate in the #WreathsAcrossAmerica remembrance at the Central Coast Veterans Cemetery to honor the service and sacrifice of our veterans.
1,I'm proud to co-sponsor the Student Non-Discrimination Act that will protect #LGBTQ students from harassment and bullying and promote more inclusive classrooms.
0,I was amazed and impressed to meet a Grand Junction supporter who wore a vintage 1984 Gary Hart For President Shirt!!!!
1,I will never stop fighting to protect our reproductive healthcare rights and the rule of law.
0,"We had fun today, didn't we @TeamPelosi? Thank you to the 3,000 people who showed up. I'm inspired and ready to keep fighting!"
1,"Redemption is an American ideal. We need former prisoners to integrate back into society, restore stability to families, and contribute to communities. I look forward to making the case for criminal justice reform in Congress."
0,"I had the opportunity to meet with representatives from @MomsDemand Action of Southeastern CT today in my Norwich District office. This non-partisan, grassroots movement strives to educate communities on gun safety and #gunviolence prevention."
1,@Amtrak testified @TransportDems about possible changes to critical maintenance facilities like Beech Grove. I've asked for a more detailed briefing and will be working hard to to make sure Hoosiers aren't hurt by changes.
0,I expect immediate action and improved transparency when it comes to issues with Line 5. FULL letter:
0,"I taught @ASU all day &amp; missed the NYC marathon: @ShalaneFlanagan WON! &amp; @runmeb ran his last pro race like a champ.
Mad respect!! [?]"
0,"I'm so excited to be at the @IowaStateFair today! Hope to see you here! If you can't make it, follow along here and https://www.instagram.com/joniernst/!"
0,"@itskimedwards As a former teacher, I know how important it is to invest in education. You can count on my full support."
1,"I'm honored to have received the @freedomworks FreedomFighter Award for the fifth year in a row. 

I will always fight for economic freedom and personal liberty as I represent my constituents here in Washington."
0,"Yesterday, I met with the Deputy Ambassador of India Amit Kumar. We discussed the importance of the relationship between India and the U.S."
1,"Here are some information for Small Businesses about the Paycheck Protection Program from the Small Business Administration. It is frequently asked questions document.  I'm here to help if you need anything, call..."
1,"WATCH LIVE: At 11:15am Central, I'll be giving the @utarlington commencement address to the Class of 2019."
1,"Yesterday, I joined the Brian @kilmeade show on @foxnewsradio to discuss my #ConcealedCarry reciprocity bill, which the House is voting on next week. Check it out here - I join host @loupateshow 46 minutes in."
0,"This week, I spoke to the Japan America Society of St. Louis. Proud of the growing trade relationship between our two nations."
0,"I'm always inspired by the courage and determination of the women who came before me. To honor them, I pledge to continue the fight for the equal rights and opportunities that all women deserve."
1,"On a press call yesterday, I underscored the urgent need to support state and local governments, which are fighting #COVID19 on the frontlines and facing significant budgetary shortfalls."
0,"This week is #NationalEMSWeek. In #Ohio, that means being on the frontline of the #opioidepidemic. I am proud of our men and women arrive first on the scene and dedicate themselves to saving lives."
0,I am particularly thankful to @CaptSully and @CAPApilots  President Captain Rooney for the expertise they provided in developing the #SafeLandings Act.
0,Visited Y-12 National Security Complex today to see firsthand the modernization efforts taking place at the facility. I appreciate everything @y12nsc does to keep America safe.
0,"Thinking of Jacob's family during this horrible time, and joining Ohioans in praying for Jacob's well-being and safety. https://twitter.com/JohnKasich/status/900034838056534018 QT @JohnKasich A terrible tragedy. I'm praying for all, especially Ohio's own Jacob Drake."
1,"Unless we elect a President that will stand up to the gun lobby, nothing will change. 

As President, I will fight for universal background checks, closing the Charleston loophole, and an assault weapons ban."
0,"I took a nice walk with a family unit member who maintained a six foot distance from me, upwind, the entire time. Go outside and enjoy this clean air!"
1,Testifying against Kavanaugh was an unbelievable act of courage. I'm fighting to make sure Dr. Christine Blasey Ford gets the recognition she deserves.
1,"I'm also supporting help for state and local governments to manage this crisis, and additional support for families to help put food on the table."
1,"After months of flooding, many Illinois farms have faced a difficult planting season this year. I'm proud to support the federal efforts to provide necessary recovery assistance to our farmers."
0,I am saddened to hear about the $20 Million in damage to @TSUedu from the Nashville tornadoes. You can support Tennessee State University's recovery here:
1,"From my days as county attorney to my years in the Senate, I have made working on -- and understanding -- issues facing the Native American community a priority."
0,"On Thursday, I had the honor of welcoming @KonoTaroMP, to my Washington D.C. office. We discussed bilateral trade, foreign direct investment, and the future of relations with North Korea."
1,"Here in Florida, our environment is our way of life -- and the key to our economic way of life. This #EarthDay, and every day, I'll never stop fighting to protect our precious natural resources."
1,I will continue fighting every single day to make sure we are doing everything we possibly can to provide assistance &amp; comfort to everyone suffering from this terrible addiction.
0,These acts have no place in our city. Our diversity makes NY great. I urge NYPD to swiftly investigate!
1,"Working moms and dads often cannot afford care for their children during the long summer months. I'm proud to support the Child Care for Working Families Act, because all families should have"
1,"At 12:30pm, I'm joining @brikeilarcnn to discuss last week's Cohen hearing and the revelation that @POTUS likely pushed through his son-in-law's security clearance. I hope that you can tune in!"
1,I'm joining MSNBC at 12:10 to discuss the latest on the impeachment inquiry. Tune in!
0,I had great time touring the @TAMU National Aerothermochemistry and Hypersonics Laboratory and learning more about the exciting work they are doing.
1,Dams are critical to Washington's economy. I'll always work toward solutions that help protect our environment and our precious salmon populations while also boosting our economy.
0,"Across #VA07, I've heard heartbreaking stories about the crippling impacts of high prescription drug prices. 

Thank you to @RTDOpinions for your call to action and for highlighting my recent effort to hear these stories."
1,"The Central Valley is stronger when we stand together. I'll be in Modesto tonight, and I hope you'll join one of these events."
0,I've met with many CPAs and tax experts about this Tax Hike Bill. My office has done the math.
0,Great to join the Military Officers Association for lunch today! I enjoyed our conversation. Thank you for your service to our country and your ongoing dedication to our community.
0,"@elevate53 @stephenfhayes @SpeakerPelosi Hey, Baby Shark! Love the profile picture! I was sworn in Jan. 3, 2019. Not sure the name calling holds up! Thanks for reaching out!"
0,I encourage Rules &amp; Bylaws Community to adopt @DNC Unity &amp; Reform Cmte recommendations. Time for Democrats to come together!
0,My home state of Kentucky currently has eight confirmed coronavirus cases. I applaud the efforts of state and local leaders who are working together with federal officials to proceed carefully and intelligently.
0,I wish Muslims in the 9th District and throughout the world a blessed and peaceful Ramadan.
0,"I am encouraged to see our nation's leaders finally ready to come to the table, but our government should never have entered this shutdown in the first place. My full statement below:"
0,"Yeah, I've got @SenJohnThune too. https://twitter.com/burgessev/status/974334070133051393 QT @burgessev Sorry @SenThomTillis, I've got @SenJohnThune if you guys ever play one-on-one"
0,"I was happy to meet with the U.S. Army Corps of Engineers yesterday for an update on funding for flood recovery, and to talk about projects that can help our district."
0,"Happy #InternationalWomensDay! I'm working in Congress to improve women's access to #STEM education, by leveling the playing field to pursue #STEM education and careers and thus creating a more equal and innovative world."
1,I'm proud to introduce this bipartisan legislation to honor their efforts and help ensure better representation for women in our national memorials.
1,I will continue to fight to ensure providers are treated fairly and receive these much-needed relief funds. Read more here:
1,"I'm heading to the @HouseFloor to manage the rule on H.R. 1, the Tax Cuts and Jobs Act. Watch LIVE on"
0,"I'm glad an agreement has finally been reached to provide needed funds for the Paycheck Protection Program, &amp; I look forward to supporting it."
0,"I just voted! Make sure you find time to vote today on #ElectionDay. Once you vote, share a photo with your I Voted sticker with"
1,".@JoeBiden knows that every issue is a women's issue, and that women are disproportionately impacted by many policies. 

I'm proud to support Vice President Biden's new Women's Agenda! 

Read the full plan &gt;&gt;&gt;"
1,"We need #MedicareForAll so that anyone can see a doctor when they need to, regardless of their income. I'm proud to cosponsor H.R. 676 to provide healthcare to every single person in our country."
0,Happy 4th!  [?]@PeteHegseth[?] buying me a new tie for next year. I will be on PARLER celebrating Independence Day with the rest of the patriots!
0,"Happy #FathersDay to all the great dads out there! I'm spending the day with my husband Gerry and remembering my dad Gene, who is with us every day in spirit."
1,"Having led the fight on criminal justice reform for the past six years, I applaud Senator McConnell for scheduling this very important vote."
1,"@AIMPhotonics @REMADEInstitute This week, I told dozens of execs from around the country that #ROC isn't just a good place to be doing business--it's THE place."
0,"I'm pleased to announce @Bedfordparkfd, Bridgeview, Chicago Ridge, &amp; McCook Fire Dept.'s received @fema AFG grant funding for crucial replacements &amp; equipment to keep our #firefighters safe so they can efficiently serve their communities:"
1,I'll keep fighting to make sure all Maine people have affordable access to healthcare - no matter where they live or what job they have.
1,I was proud to host a few colleagues &amp; talk about the #FutureOfWork &amp; what that means for South Jersey families
1,"See the faces of Dreamers, as compiled by @nytimes editorial board. I will continue to #DefendDACA in Congress."
0,"#EidMubarak to the Muslim community in Queens and across the globe. I wish a joyous, prosperous and blessed #EidAlFitr to everybody celebrating the end of Ramadan."
1,I joined my colleagues in condemning the President's anti-labor Executive Orders that target federal workers and harm our unions.
1,Washington's pristine coastlines and beloved ecosystems are part of what makes our state and our country so special. I will continue to fight back against any of this Administration's attempts to endanger our environment.
1,"I'm in Islamorada holding a roundtable with @TransportDems and community leaders to discuss what we can do to #ProtectCleanWater. 

Tune in LIVE:"
1,I joined Democratic women senators in urging Senator McConnell to bring the Dream Act to the floor as soon as possible.
0,"I am grateful for the important work of @INMusiced to ensure music teachers across Indiana have the resources and support they need to help their students live, learn, and grow through music and arts education."
1,"I have Introduced Legislation to Permanently ban drilling in Eastern Gulf - 
H.R. 4770 Protecting and Securing Florida's Coastline Act"
0,"On behalf of the U.S. House of Representatives, I am presenting Baltasar's family with the flag that flew above the U.S. Capitol in his honor."
0,Zell Miller was a leader who never blinked in the face of a challenge or let politics eclipse his principles. I'll always remember the ways in which he encouraged and supported me through many seasons.
1,"There is still time to register for my Tele-Town Hall. I am here to answer all of your questions.
 RSVP Now:"
0,"Today, I joined WDAC to discuss the comeback of #PA11's economy and what that means for our families."
1,"I hear your voices and I thank you for replying. My survey is still open, and I look forward to your thoughts."
0,"So thankful that our community supports our students in their postgrad endeavors  Thanks to @NCRFoundation, @SenatorParker and @NewsatMedgar for a successful Black College Expo. I can't wait to see where this leads our brilliant students."
1,"I worked in lockstep with @DeptofDefense Secretary Mattis to ensure this bill provides the critical-funding needed to implement the new National Defense Strategy, and to continue rebuilding our armed forces."
0,"Have a safe and happy #LaborDay. Today, I'm celebrating American workers and their vital contributions to America."
0,"I had a great day visiting with constituents throughout the Lehigh Valley with stops in Easton, Bethlehem, and..."
1,Don't forget! I'm holding a town hall meeting at Southwestern Community College. Click below to RSVP.
1,I shared with @FaithandFreedom that every new judicial confirmation ensures more Americans will have their voices heard in court.
1,".@RepFiedler @SenHughesOffice &amp; colleagues are fighting to make sure our students have a safe and healthy environment in which to learn.
 
I'm fighting at the federal level for the same cause!
https://www.inquirer.com/opinion/commentary/philadelphia-schools-lead-asbestos-pennsylvania-remediation-20191218.html"
1,"I met with the Guatemalan Ambassador, Manuel Espina, to discuss the ways Guatemala is working to clean up drug trafficking and terrorism in their region."
0,"I don't care if you're a celebrity, a Member of Congress, a Supreme Court Justice or the President of the United States - there should be zero tolerance for sexual misconduct."
1,"As Chairman of @HouseHomeland Subcommittee on Emergency Preparedness, Response, and Communications, I held a hearing examining @DHSgov's ability to counter evolving threats, including the use of chemical, biological, &amp; nuclear weapons. Learn more:"
1,Looking forward to bringing the voices of working families to the Democratic Presidential debate in Detroit on July 30th @CNN. I'm ready to share my vision to heal and rebuild our country.
1,"@sxsw On Saturday, I'll sit down with POLITICO's @apalmerdc and @RepEscobar for a LIVE taping of Anna's Women Rule podcast. You can RSVP here:"
1,"It's #InvasiveSpeciesAwarenessWeek! As Co-Chair of the bipartisan Invasive Species Caucus, I've introduced important legislation aimed at combating invasives and protecting our ecological treasures. For more on my work -"
0,What better time to pass the #DREAMAct than during #HispanicHeritageMonth? I call on @HouseGOP to
1,"Growing our economy, honoring our veterans, and supporting our seniors are nonpartisan goals we can all get behind. I'm committed to working across the aisle to find commonsense, bipartisan solutions that elevate"
1,"Rural broadband isn't just about fairness, it's about opportunity. I stopped in Crawford County this afternoon to talk about how we can make sure no corner of Wisconsin is left behind."
1,"I'm proud to help ensure our men and women in uniform, and their families, have access to the services they need to improve treatment outcomes and to heal."
0,"The @WhiteHouse explained that Brennan lost his clearance for ""erratic conduct and behavior."" If that's the case, I know someone else that may need to lose his clearance."
0,Of course! https://twitter.com/sto_k/status/966356748960436224 QT @sto_k @PramilaJayapal @Deescalatewa Yes--thank you Representative! I am so happy to hear of your support on this
0,"Today, I am announcing my SOTU guest. His story is one of perseverance and overcoming overwhelming obstacles. His experiences are all too common, and it's time for us to work together to address it."
0,"Have a happy and safe Halloween! I hope everyone enjoys some candy with friends and family!

 https://www.cdc.gov/family/halloween/index.htm via"
0,My thoughts and prayers go out to @RitchieTorres and his staff.  I hope that they all have a speedy and full recovery.
1,"@archibaldcrane Please. I was one of the first 58 to vote to start debate on articles of impeachment back on Dec 6, 2017."
1,"I just offered an amendment to the repeal-without-replace-#GOPTaxPlan that would ensure no veterans or their families lose access to health care as a result of this bill. 

It was defeated."
1,"That is why I've made funding community fire departments a priority. I want to keep fighting for people like Trent, who are helping the people of Maine every day."
1,"Today at 2pm ET/11am PT.

I'm chairing a @HouseForeign hearing on the Rohingya crisis.

Tune in below"
1,"While this Administration does everything it can to eliminate ALL of the protections and benefits under the current health care system, I am determined to find solutions that lower health costs and"
1,"I am proud to receive the endorsement from @NJCitizenAction and stand side by side them in the fight for social, racial and economic justice."
0,"I usually wear bowties, but I'll make an exception for this Texas tie from my friend and colleague"
1,"Today, I was happy to stand with @HouseDemocrats @HouseGOP @OfficialCBC @HouseDemWomen in supporting the #BBOG movement."
1,"Today, I am proud to join @PeterRoskam in introducing the Iran Freedom Policy and Sanctions Act.

Read my full statement:"
1,I'm proud to be unapologetically progressive and join my @USProgressives colleagues to discuss how we can fight for better  policies that benefit America's families and workers.
1,I'm honored to receive @AARP Congressional Award. Together we'll keep working so that seniors can age with dignity &amp; independence.
1,Encore performance! I'll be back presiding over floor debate in a few minutes. Tune into @cspan now to see YOUR government in action.
0,Everyone has experienced the COVID-19 pandemic in different ways and has a unique story to tell. I want to hear from you directly. Let me know how you've been impacted on my website:
1,Be sure to tune in to @FoxBusiness soon. I'll be on with @TeamCavuto around 9 AM PT / Noon ET.
0,"After our Congressional delegation meeting with @GovLarryHogan about Chesapeake Bay funding and transportation, I stopped in to see my friends in the MD State Senate. Will always love this body and its Members."
1,"As Governor, I will fight back against the opioid crisis -- by targeting pill mills and expanding community based services, we can begin healing our state from the inside out!"
0,"This morning, I'm at the early voting location in Golden Gate. Thanks to our volunteers who are working to get out the vote!"
1,This is the image of America I believe in- Silent rainbow coalition of a majority of America standing to confront racism!  I stand proud with America and shall defend her every day! Well done!
1,"Student loan debt relief scams jeopardize the financial future of student borrowers, and MUST be stopped. I introduced this bipartisan bill to keep people with student loans safe from scam artists!"
1,I met with Collier County officials in #Naples today to discuss ongoing disaster relief efforts and to reiterate my commitment to ensuring #Florida's agriculture industry receives sufficient disaster relief resources in the aftermath of
0,"It was great to see Alabama State Forester, Rick Oates, and Southern Foresters Policy Director, Tim Foley, in Washington today. I enjoyed our discussion!"
1,"In December, I asked Google CEO @SundarPichai to ensure access to justice by ending Google's forced arbitration policies.

Today, justice won. Google announced an end to forced arbitration for ALL forms of discrimination."
0,I stopped by the UAW Strike in Bolingbrook again to discuss the potential agreement with workers and stand with labor. I'm proud to see their dedication towards securing better wages and long-term job security.
1,The time for comprehensive #taxreform is now. I will continue to work w/ @POTUS and my colleagues to put forth a pro-growth tax reform bill.
1,"Small businesses &amp; their hard workers need to reopen without the threat of frivolous lawsuits associated with COVID-19.

I introduced a bipartisan bill this week to offer this protection at the federal level."
1,The backbone of our economy is working families--not corporate special interests. I stood up to @USChamber when they requested an exception to give companies access to their employee's private medical records. (8/?)
0,"I am very concerned that an ill-informed and hasty withdrawal of troops will breathe new life into ISIS and other terrorist groups and cede America's leadership role to Russia, Iran and Assad."
1,I fought hard to make sure assistance for cattle producers was included in the COVID-19 relief package that was signed into law last week.
1,"Robocalls continue to plague families and seniors across Central New York. This week, I was proud to vote in favor of the TRACED Act, bipartisan legislation that passed the House to combat the robocall epidemic."
0,I'm spending a day in Belmont and was excited to welcome students to their first day of summer camp.
1,"This morning, I spoke on the House Floor in support of the #FY19NDAA, the last NDAA I will have the honor of helping craft."
1,Reauthorizing the EARLY Act will continue the vital work of educating young &amp; higher-risk women about their breast health &amp; this deadly disease. I'm proud to work with @susanwbrooks to reauthorize this critical bill.
0,"In honor of #NationalLibraryWeek, I'm inviting #MN08 libraries to participate in the Library of Congress' surplus book program. If your local library could use some more books, have them reach out to our office today!"
1,I'm proud to endorse our next three Health Care Heroes - all fighting to hold the GOP accountable for their attacks on health care: @Abby4Iowa @Kelly4SouthrnIL and @ElissaSlotkin. Support them here!
1,"In order to protect the sound and honest advice of our health experts, I introduced the National Institutes of Health Director Protection Act -"
1,Today is #LawEnforcementAppreciationDay--join me by thanking the brave law enforcement officers who help keep North Dakota communities strong &amp; safe. I'll always have their back in the U.S. Senate.
0,"""I used to support you on some things, but now that you've &lt;MSM faux outrage of the month&gt;, I've lost all respect.""  

(Checks profile: profanity laced socialism and hate mongering.)   

yeah.  Right. [?]"
1,I am deeply saddened by recent high-speed rail fatalities in Miami and pledge to make pedestrian safety a top priority.
0,"For 50 years, Congress has kept a bipartisan commitment to safeguard our natural heritage. Having passed through Congress, I hope the president will sign our #publiclands legislation expeditiously."
1,"REMINDER: Tonight at 6 PM, I will join local leaders for a 
@CuyahogaCounty Tele-Town Hall on racial equality and the importance of the 2020 Census to our community.  

Follow along by visiting"
0,"As such, I'm pleased to see the U.S. International Trade Commission has unanimously ruled against the administration's harmful tax on newsprint imported from Canada."
1,"Thank you for this show of support, Stephen! In Congress, I have delivered proven results for the people of Kentucky's 6th District. By cutting Obama's useless regulations, our small businesses are growing and thriving!"
1,"The A-10 is absolutely Arizona! I was proud to fly the Warthog and command the 354th Fighter Squadron at @DMAFB.

Watch the A-10 demo team at the free D-M airshow this weekend:"
0,@BarbaraOBrien Good idea! But it's for homemade ice cream. My grandma Doris' recipe from the farm in Iowa. I was thrilled to find ice cream salt here in the OC suburbs.
1,"I called on the BPU to pass along benefits of tax reform to consumers on January 23, because New Jerseyans deserve additional relief."
1,"I am proud to have voted against the Republican's partisan #FarmBill that would have abandoned farmers, children, seniors, veterans and working families around the nation"
0,I really enjoyed being at the Highland Canine training facility with the local police department today. These dogs are a big help in preventing crime and catching the bad guys!
0,"Live from Sterling Heights with Pastor Standifer and civil rights and community activist Ruthie Stevenson. There is hope. This crowd is it!

I am so proud of the people of Michigan's 9th District right now."
1,@fred_guttenberg Thank you @fred_guttenberg! I am committed to honoring the memory of your daughter with meaningful gun safety reform legislation in the 116th Congress.
1,I just left the Walmart stockholders meeting where I demanded that @Walmart put hourly employees on their board of directors. We won't stop fighting until every worker makes at least $15 an hour.
0,Congratulations and welcome home @TheLaineHardy! I can't wait to see you win the whole thing. Louisiana is rooting for you!
1,"In clinching the 2018 World Series, the @RedSox are a testament to the New England values of hard work &amp; perseverance. I cosponsored a resolution congratulating the team, including a number of former"
1,Happening tonight! I will be visiting Castle Dale and Price for a Town Hall Blitz! Hope to see you there and get ready to ask me anything!
0,I enjoyed meeting so many young people passionate and interested in serving our country at Academy Day!
1,"I voted YES on HR 3003 ""No Sanctuary for Criminals Act"" to end sanctuary policies that shield criminal immigrants from fed. law enforcement"
0,"Tonight during my telephone town hall, I acknowledged the pride many of us feel at seeing Alex Bregman playing in his 2nd World Series. We're proud of our hometown #ABQ Astro"
0,"I'm in Washington fighting for lower prescription drug costs, high quality public schools, and our nation's veterans because when my #NV03 constituents talk, I listen.

Proud to be working for you today and every day."
1,I had an insightful meeting at Dallas County Hospital in Perry where we focused on the issues facing our rural critical access hospitals.
0,"I'm concerned about the infection-control regulations at nursing homes, we are still waiting for @dougducey to address our concerns."
1,"I'm joining @donlemon and @ChrisCuomo on @CNN at 1 am ET/10 pm PT to discuss tonight's election results, coronavirus, and other news of the day."
1,"TUNE IN to @wtam1100 @TheTrivShow at 4:45pm, I'll be talking with @JLEWFifty &amp; @GlennForbes1 about my bill to fight the #OpioidEpidemic and my plan as #OHGov to move our state forward"
0,I had a great time at the Denbigh Day Parade and Festival this morning. Great turn out!
0,This morning I stopped by West Side Senior and Community Center's delicious chicken BBQ. Such a fun group! I was happy to talk with local seniors about issues in our community. Thanks for having me!
0,Jurassic Park + Fast and Furious crossover movie. I think my son maybe  onto something.
0,Hatred and violence like this has no place in MN or our country. I stand in solidarity with our Muslim neighbors.
1,"ICYMI: Yesterday, I spoke on the House floor in support of reauthorizing the #ExIm Bank &amp; putting more people in #WA02 and the PNW to work."
0,"As Republicans continue to push for their #BillionairesFirst budget, I have a many questions for my GOP colleagues, including:"
1,I kicked off my #99CountyTour with a town meeting in Montgomery County. Lots of great questions and ideas.
0,"I agree with Senator @JohnCornyn. Thank you for your long service to Alabama, the U.S. Senate, and our country, AG Sessions. https://twitter.com/PatrickSvitek/status/1060258894415585280 QT @PatrickSvitek .@JohnCornyn already out with statement on Sessions resignation:"
0,I worked with General Milley at the Pentagon and I hope he's thinking seriously about the moral and ethical issues surrounding his role in the coming days.
1,These amazing animals are responsible for saving thousands of military lives. I'm happy to have played a small role in bringing heroes like Mazzie and Geli back home.
0,"I would call this a ""scandal"" @kerrywashington https://twitter.com/kerrywashington/status/916383763218685952 QT @kerrywashington So it's not a good time to talk about gun control but birth control is fine to regulate?"
0,"One year ago, Dr. Ford showed us what true courage looks like. 

I believed her then, and I still believe her now."
0,My heartfelt support goes to citizens of Rocheport who are filling sandbags to prevent flooding. I'm so proud of the hundreds of volunteers coming together to help their neighbors.
1,"I don't take corporate PAC $. We need a government by and for the people, not rigged for the powerful."
1,"I demanded Anthony Tata withdraw his nomination to be the Pentagon's #3 official because he's an Islamophobic conspiracy theorist who is totally unqualified. @EsperDoD put him in the job anyway. Shame on you, Mr. Secretary."
1,"Two years after Americans flooded our airports in protest, we are still fighting. I'm proud to reintroduce my bill to block implementation of the Muslim Ban with @SenFeinstein, @RepJudyChu and"
0,"As a father of 5, my kids are the greatest gifts I could have ever received. After Roe v. Wade, I'm thankful someone saw life in our twin girls."
0,Expanding the technological infrastructure to allow distance learning will create many opportunities for rural Mississippians. I applaud the USDA Rural Development and the grant recipients for working together to make progress on these projects.
0,"I've been hearing from local restaurants throughout this crisis. Things are tough. They're hurting &amp; desperately need help - especially with shifting guidelines.

The bipartisan RESTAURANTS ACT would bring critical relief."
1,"This week, I joined Connect to Congress with @ABC13News to discuss the important issues affecting our local communities."
1,There is no place for political retribution in our government. I support a @StateDept IG investigation into these troubling allegations.
1,"Earlier this year, I presented several long lost medals &amp; ribbons to former @USMarineCorps Cpl Casey Solana."
1,"I'm hosting a meet &amp; greet at my office in Sandy Springs THIS Saturday from 11AM to 1PM. Stop by and say hello!

If you are able to attend, please RSVP here:"
0,"At our press conference following the tour, I had a few words about the tragedy in #Annapolis yesterday: This senseless violence should shock all of us."
0,"I'm glad that, after 59 days of denying the humanitarian and security crisis at our border, and blocking 18 attempts by Republicans to fix it, the Democrats have finally recognized the need for action."
1,"I won't quit. 

We have to get these conservative judges on the bench, we've waited too long."
1,"I'm cosponsoring the Protect Access to #BirthControl Act because Congress can and should reverse yesterday's disastrous #SCOTUS decision.
 
Your boss should not get to deny you basic health care access based on their own beliefs."
1,"As a nurse, I couldn't watch this happen idly. So we introduced #HR1010 to protect Americans from junk plans by overturning the Administration's regulation expanding short-term, limited plans. Our bill passed the House within months."
1,"All across the country, people are holding sit-ins at congressional offices because they understand the urgency of this moment. I stand with you. We can't let Republicans rollback the American dream."
1,"Yesterday, I voted to get the VA back on track so they can provide our nation's heroes with the quality care they deserve. Click here to read my full statement on the #VAMISSIONAct -"
1,"Sexual harassment under any circumstance and in
any setting is simply unacceptable. I spoke with @WSAZnews on my leadership in
making needed changes. WATCH:"
0,"CONSERVATIVE POLLSTER FRANK LUNTZ: ""If the election were held today, frankly, I think Republicans would lose both (House and Senate)."""
1,"Speaker Pelosi and the Democrats are clearly are blinded by their hate for the President.

I'm delivering my response in 15 minutes here:"
1,"Today, I secured my first legislative victory of the year with passage of my SAFE TECH bill out of the House.  This bill will improve the safety of air travel."
1,"I'm proud to be a member of the 115th Congress Freshman Class. We may not always agree on policy, but we've made it a priority to bring civility back to the House."
0,I am incredibly saddened to hear of the passing of my friend Judge Anna Diggs Taylor
1,Look out for our upcoming Community Coffee Town Halls! I hope you'll be able to join us at one in the future.
0,"I thought you might like to see the clip below. 
 
It's a portion of a longer colloquy on the House floor between..."
0,Great to stop by Golden Rule Brake on Monday in Spokane Valley. I was again reminded of the need for increased emphasis on career and technical education for our young people.
1,The @FCC ignored the large majority of Americans who support the protection of #NetNeutrality. I am working with 149 other @HouseDemocrats to
1,"Yesterday, I joined my colleagues in the Florida delegation to honor Sergeant Noel Ramirez and Deputy Taylor Lindsey."
1,"...to war with Iran. As a former intelligence officer, I truly understand the serious threat Iran poses to U.S. interests and those of our allies in the region. (3/7)"
0,"I'm calling on the millions of parents, students, and teachers who opposed @BetsyDeVosED's nomination to call, write, text and make your voices heard against Judge Kavanaugh."
